Name,Organization,Status
Erastus Wentworth,American Association for the Advancement of Science,Member
Isaac Wescott,American Association for the Advancement of Science,Member
Charles Wethered,American Association for the Advancement of Science,Member
Dr. Charles Mayer Wetherill,American Association for the Advancement of Science,Member
John Price Wetherill,American Association for the Advancement of Science,Member
Leander Wetherill,American Association for the Advancement of Science,Member
Samuel Wetherill,American Association for the Advancement of Science,Member
Wander Weyde,American Association for the Advancement of Science,Member
Henry Wheatland,American Association for the Advancement of Science,Member
Richard H. Wheatland,American Association for the Advancement of Science,Member
Charles Moore Wheatley,American Association for the Advancement of Science,Member
T. B. Wheeler,American Association for the Advancement of Science,Member
W. J. D. Whepley,American Association for the Advancement of Science,Member
A. B. Whipple,American Association for the Advancement of Science,Member
J. E. Whipple,American Association for the Advancement of Science,Member
Milton D. Whipple,American Association for the Advancement of Science,Member
Walter Whipple,American Association for the Advancement of Science,Member
Joseph M. Whitcomb,American Association for the Advancement of Science,Member
Aaron White,American Association for the Advancement of Science,Member
Charles White,American Association for the Advancement of Science,Member
E. B. White,American Association for the Advancement of Science,Member
George White,American Association for the Advancement of Science,Member
Henry H. White,American Association for the Advancement of Science,Member
Horace White,American Association for the Advancement of Science,Member
Robert J. P. White,American Association for the Advancement of Science,Member
H. Whiting,American Association for the Advancement of Science,Member
William E. Whitman,American Association for the Advancement of Science,Member
Asa Whitney,American Association for the Advancement of Science,Member
Eli Whitney,American Association for the Advancement of Science,Member
H. H. Whitney,American Association for the Advancement of Science,Member
John R. Whitney,American Association for the Advancement of Science,Member
(Dr.) Whitridge,American Association for the Advancement of Science,Member
Thomas J. Whittemore,American Association for the Advancement of Science,Member
Whittich,American Association for the Advancement of Science,Member
Charles C. Whittlesey,American Association for the Advancement of Science,Member
William May Wightman,American Association for the Advancement of Science,Member
Lester Wilcox,American Association for the Advancement of Science,Member
Alexander Wilder,American Association for the Advancement of Science,Member
Henry Wilder,American Association for the Advancement of Science,Member
Lyman Wilder,American Association for the Advancement of Science,Member
George Wilgrass,American Association for the Advancement of Science,Member
Henry Wilkes,American Association for the Advancement of Science,Member
Samuel D. Willard,American Association for the Advancement of Science,Member
George Willey,American Association for the Advancement of Science,Member
Abram E. Williams,American Association for the Advancement of Science,Member
Abraham V. Williams,American Association for the Advancement of Science,Member
George Palmer Williams,American Association for the Advancement of Science,Member
Henry Willard Williams,American Association for the Advancement of Science,Member
L. D. Williams,American Association for the Advancement of Science,Member
Matthew Williams,American Association for the Advancement of Science,Member
Matthew J. Williams,American Association for the Advancement of Science,Member
Moses B. Williams,American Association for the Advancement of Science,Member
Peter O. Williams,American Association for the Advancement of Science,Member
S. K. Williams,American Association for the Advancement of Science,Member
Samuel Wells Williams,American Association for the Advancement of Science,Member
Thomas Williams,American Association for the Advancement of Science,Member
William Fenwick Williams,American Association for the Advancement of Science,Member
James Williamson,American Association for the Advancement of Science,Member
Robert Stockton Williamson,American Association for the Advancement of Science,Member
A. B. Williman,American Association for the Advancement of Science,Member
Frank Wills,American Association for the Advancement of Science,Member
George Francis Wilson,American Association for the Advancement of Science,Member
H. V. Wilson,American Association for the Advancement of Science,Member
John Wilson,American Association for the Advancement of Science,Member
John Wilson,American Association for the Advancement of Science,Member
John Z. Wilson,American Association for the Advancement of Science,Member
Joseph Wilson,American Association for the Advancement of Science,Member
Samuel Wilson,American Association for the Advancement of Science,Member
W. C. Wilson,American Association for the Advancement of Science,Member
William Wilson,American Association for the Advancement of Science,Member
Joel A. Wing,American Association for the Advancement of Science,Member
Matthew G. Wing,American Association for the Advancement of Science,Member
Charles Frederick Winslow,American Association for the Advancement of Science,Member
Gordon Winslow,American Association for the Advancement of Science,Member
John Flack  Winslow,American Association for the Advancement of Science,Member
Rufus K. Winslow,American Association for the Advancement of Science,Member
Elias Wolf,American Association for the Advancement of Science,Member
William Wood,American Association for the Advancement of Science,Member
John W. Woodall,American Association for the Advancement of Science,Member
George A. Woodbridge,American Association for the Advancement of Science,Member
Jon E. Woodbridge,American Association for the Advancement of Science,Member
Levi Woodbury,American Association for the Advancement of Science,Member
Peter T. Woodbury,American Association for the Advancement of Science,Member
Maxwell Woodhull,American Association for the Advancement of Science,Member
John Smith Woodman,American Association for the Advancement of Science,Member
James Woodrow,American Association for the Advancement of Science,Member
H. W. B. Woodruff,American Association for the Advancement of Science,Member
Luni Woodruff,American Association for the Advancement of Science,Member
John Ellis Wool,American Association for the Advancement of Science,Member
William L. Woollett,American Association for the Advancement of Science,Member
John Mumford Woolsey,American Association for the Advancement of Science,Member
Theodore Dwight Woolsey,American Association for the Advancement of Science,Member
Samuel Buell Woolworth,American Association for the Advancement of Science,Member
Joseph Emerson Worcester,American Association for the Advancement of Science,Member
Theodore George Wormley,American Association for the Advancement of Science,Member
William Wragg,American Association for the Advancement of Science,Member
A. D. Wright,American Association for the Advancement of Science,Member
Albert B. Wright,American Association for the Advancement of Science,Member
Arthur Williams Wright,American Association for the Advancement of Science,Member
Charles Wright,American Association for the Advancement of Science,Member
Charles W. Wright,American Association for the Advancement of Science,Member
Joseph J. B. Wright,American Association for the Advancement of Science,Member
John Wright,American Association for the Advancement of Science,Member
Joseph C. Wright,American Association for the Advancement of Science,Member
Louis C. Wurtele,American Association for the Advancement of Science,Member
James Wynne,American Association for the Advancement of Science,Member
Thomas H. Wynne,American Association for the Advancement of Science,Member
M. Yarnall,American Association for the Advancement of Science,Member
Tiles F. Yates,American Association for the Advancement of Science,Member
Richard Yeadon,American Association for the Advancement of Science,Member
Edward Livingston Youmans,American Association for the Advancement of Science,Member
Ira Young,American Association for the Advancement of Science,Member
J. A. Young,American Association for the Advancement of Science,Member
John Young,American Association for the Advancement of Science,Member
William H. Young,American Association for the Advancement of Science,Member
William L. Young,American Association for the Advancement of Science,Member
C. Zimmerman,American Association for the Advancement of Science,Member
Charles Baker Adams,American Association for the Advancement of Science,Member
J. Constantine Adamson,American Association for the Advancement of Science,Member
Louis Agassiz,American Association for the Advancement of Science,Member
William E. A.  Aiken,American Association for the Advancement of Science,Member
John Henry Alexander,American Association for the Advancement of Science,Member
Stephen Alexander,American Association for the Advancement of Science,Member
Francis Alger,American Association for the Advancement of Science,Member
Thomas Antisell,American Association for the Advancement of Science,Member
William O. Ayres1848,American Association for the Advancement of Science,Member
Alexander Dallas Bache,American Association for the Advancement of Science,Member
Franklin Bache,American Association for the Advancement of Science,Member
John Bachman,American Association for the Advancement of Science,Member
Jacob Whitman Bailey,American Association for the Advancement of Science,Member
Spencer Fullerton Baird,American Association for the Advancement of Science,Member
Frederick A. P. Barnard,American Association for the Advancement of Science,Member
Daniel M. Barringer,American Association for the Advancement of Science,Member
William H. C. Bartlett,American Association for the Advancement of Science,Member
Thomas Basnett,American Association for the Advancement of Science,Member
John M. Batchelder,American Association for the Advancement of Science,Member
Lewis Caleb Beck,American Association for the Advancement of Science,Member
Theodoric Romeyn Beck,American Association for the Advancement of Science,Member
William Phipps Blake,American Association for the Advancement of Science,Member
Lorin Blodgett ,American Association for the Advancement of Science,Member
Richard Bolton,American Association for the Advancement of Science,Member
George Phillips Bond,American Association for the Advancement of Science,Member
William Cranch Bond,American Association for the Advancement of Science,Member
Henry Ingersoll Bowditch,American Association for the Advancement of Science,Member
Martin Hans Boye',American Association for the Advancement of Science,Member
Jehu Brainerd,American Association for the Advancement of Science,Member
Daniel Breed,American Association for the Advancement of Science,Member
James Carson Brevoort,American Association for the Advancement of Science,Member
William Henry Brewer,American Association for the Advancement of Science,Member
John Brocklesby,American Association for the Advancement of Science,Member
Charles Brooks,American Association for the Advancement of Science,Member
Andrew Brown,American Association for the Advancement of Science,Member
Peter Arrell Browne,American Association for the Advancement of Science,Member
Franz Frederick Ernst Brunnow,American Association for the Advancement of Science,Member
George Jarvis Brush,American Association for the Advancement of Science,Member
Robert Buchanan,American Association for the Advancement of Science,Member
John B. Bunce,American Association for the Advancement of Science,Member
Ebenezer Burgess,American Association for the Advancement of Science,Member
George Washington Burnap,American Association for the Advancement of Science,Member
Jacob Burnet,American Association for the Advancement of Science,Member
Waldo Irving Burnett,American Association for the Advancement of Science,Member
Alexis Caswell,American Association for the Advancement of Science,Member
George Ide Chace,American Association for the Advancement of Science,Member
W. T. Chandler,American Association for the Advancement of Science,Member
William Chauvenet,American Association for the Advancement of Science,Member
J. B. Cherriman,American Association for the Advancement of Science,Member
Lucius Eugene Crittenden,American Association for the Advancement of Science,Member
David Christy,American Association for the Advancement of Science,Member
Alonzo Clark,American Association for the Advancement of Science,Member
Alvan Clark,American Association for the Advancement of Science,Member
Henry James Clark,American Association for the Advancement of Science,Member
Meriwether Lewis Clark,American Association for the Advancement of Science,Member
William Warner Clark,American Association for the Advancement of Science,Member
George W. Coakley,American Association for the Advancement of Science,Member
James Henry Coffin,American Association for the Advancement of Science,Member
John Huntington Crane Coffin,American Association for the Advancement of Science,Member
George Hammell Cook,American Association for the Advancement of Science,Member
Josiah Parsons Cooke,American Association for the Advancement of Science,Member
James Hamilton Couper,American Association for the Advancement of Science,Member
Edward Henry Courtney,American Association for the Advancement of Science,Member
William Jarvis Craw,American Association for the Advancement of Science,Member
R. Primary Culmann,American Association for the Advancement of Science,Member
James Curley,American Association for the Advancement of Science,Member
James Dwight Dana,American Association for the Advancement of Science,Member
Edward Daniels,American Association for the Advancement of Science,Member
John Darby,American Association for the Advancement of Science,Member
James Dascomb,American Association for the Advancement of Science,Member
Charles Henry Davis,American Association for the Advancement of Science,Member
John William Dawson,American Association for the Advancement of Science,Member
Joseph Delafield,American Association for the Advancement of Science,Member
Pierre Jean Edouard Desor,American Association for the Advancement of Science,Member
Montroville Wilson Dickeson,American Association for the Advancement of Science,Member
George Eastwood,American Association for the Advancement of Science,Member
Asahel Knowlton Eaton,American Association for the Advancement of Science,Member
Ezekiel Brown Elliott,American Association for the Advancement of Science,Member
Alfred Langdon Elwyn,American Association for the Advancement of Science,Member
George Barrell Emerson,American Association for the Advancement of Science,Member
Ebenezer Emmons,American Association for the Advancement of Science,Member
William Helmsey Emory,American Association for the Advancement of Science,Member
George Engelmann,American Association for the Advancement of Science,Member
Henri Erni,American Association for the Advancement of Science,Member
James Pollard Espy,American Association for the Advancement of Science,Member
Edward Everett,American Association for the Advancement of Science,Member
Thomas Ewing,American Association for the Advancement of Science,Member
Moses Gerrish Farmer,American Association for the Advancement of Science,Member
A. C. Farrington,American Association for the Advancement of Science,Member
John Brooks Felton,American Association for the Advancement of Science,Member
William Ferrel,American Association for the Advancement of Science,Member
Lewis Feuchtwanger,American Association for the Advancement of Science,Member
Roswell Marton Field,American Association for the Advancement of Science,Member
John Parsons Foote,American Association for the Advancement of Science,Member
Peter Force,American Association for the Advancement of Science,Member
Caleb G. Forshey,American Association for the Advancement of Science,Member
Blanchard Fosgate,American Association for the Advancement of Science,Member
John Foster,American Association for the Advancement of Science,Member
John Wells Foster,American Association for the Advancement of Science,Member
John Fries Frazer ,American Association for the Advancement of Science,Member
Eduard Julius Theodore Fried lander,American Association for the Advancement of Science,Member
Peter Cordes Gaillard,American Association for the Advancement of Science,Member
Leonard Dunnell Gale,American Association for the Advancement of Science,Member
Lewis J. Germain,American Association for the Advancement of Science,Member
Lewis Reeves Gibbes,American Association for the Advancement of Science,Member
Robert Wison Gibbes,American Association for the Advancement of Science,Member
John Heysham Gibbon,American Association for the Advancement of Science,Member
Oliver Wolcott Gibbs,American Association for the Advancement of Science,Member
William Mitchell Gillespie,American Association for the Advancement of Science,Member
James Melville Gilliss,American Association for the Advancement of Science,Member
"Quincy A. Gilmore, Jr",American Association for the Advancement of Science,Member
Charles Francis Girard,American Association for the Advancement of Science,Member
James Glynn,American Association for the Advancement of Science,Member
Henry Goaby,American Association for the Advancement of Science,Member
Augustus Addison Gould,American Association for the Advancement of Science,Member
Benjamin Apthorp Gould,American Association for the Advancement of Science,Member
George Graham,American Association for the Advancement of Science,Member
James Duncan Graham,American Association for the Advancement of Science,Member
Asa Gray,American Association for the Advancement of Science,Member
Traill Green,American Association for the Advancement of Science,Member
Thomas A. Greene,American Association for the Advancement of Science,Member
Arnold Henry Guyot,American Association for the Advancement of Science,Member
Charles William Hackley,American Association for the Advancement of Science,Member
Samuel Stehman Haldeman,American Association for the Advancement of Science,Member
James Hall,American Association for the Advancement of Science,Member
Joseph Hamel,American Association for the Advancement of Science,Member
Augustus Choate Hamlin,American Association for the Advancement of Science,Member
Robert Hare,American Association for the Advancement of Science,Member
Thaddeus William Harris,American Association for the Advancement of Science,Member
Charles Hartwell,American Association for the Advancement of Science,Member
William Henry Harvey,American Association for the Advancement of Science,Member
Herman Haupt,American Association for the Advancement of Science,Member
Augustus Allen Hayes,American Association for the Advancement of Science,Member
Isaac Israel Hayes,American Association for the Advancement of Science,Member
Isaac Hays,American Association for the Advancement of Science,Member
Joseph Henry,American Association for the Advancement of Science,Member
Edward Claudius Herrick,American Association for the Advancement of Science,Member
Eugene Woldemar Hilgard,American Association for the Advancement of Science,Member
Julius Erasmus Hilgard,American Association for the Advancement of Science,Member
Theodore Charles Hilgard,American Association for the Advancement of Science,Member
Thomas Hill,American Association for the Advancement of Science,Member
Henri Heinrich Hirzel,American Association for the Advancement of Science,Member
Charles Henry Hitchcock,American Association for the Advancement of Science,Member
Edward Hitchcock,American Association for the Advancement of Science,Member
"Edward Hitchcock, Jr.",American Association for the Advancement of Science,Member
James Thatcher Hodge,American Association for the Advancement of Science,Member
John Edwards Holbrook,American Association for the Advancement of Science,Member
Francis Simmons Holmes,American Association for the Advancement of Science,Member
Isaac Farwell Holton,American Association for the Advancement of Science,Member
William Hopkins,American Association for the Advancement of Science,Member
Eben Norton Horsford,American Association for the Advancement of Science,Member
Franklin Benjamin Hough,American Association for the Advancement of Science,Member
Robert Howell,American Association for the Advancement of Science,Member
Joseph Stillman Hubbard,American Association for the Advancement of Science,Member
Oliver Payson Hubbard,American Association for the Advancement of Science,Member
Edward Bissell Hunt,American Association for the Advancement of Science,Member
Thomas Sterry Hunt,American Association for the Advancement of Science,Member
Jesse Beaufort Hurlburt,American Association for the Advancement of Science,Member
James Hyatt,American Association for the Advancement of Science,Member
Charles Thomas Jackson,American Association for the Advancement of Science,Member
Samuel Jackson,American Association for the Advancement of Science,Member
John Whipple Potter Jenks,American Association for the Advancement of Science,Member
Charles Coffin Jewett,American Association for the Advancement of Science,Member
Benjamin Cutler Jillson,American Association for the Advancement of Science,Member
Walter Rogers Johnson,American Association for the Advancement of Science,Member
John Johnston,American Association for the Advancement of Science,Member
George Jones,American Association for the Advancement of Science,Member
William Louis Jones,American Association for the Advancement of Science,Member
Orange Judd,American Association for the Advancement of Science,Member
George Washington Keely,American Association for the Advancement of Science,Member
Orson Kellogg,American Association for the Advancement of Science,Member
Edward N. Kent,American Association for the Advancement of Science,Member
Henry King,American Association for the Advancement of Science,Member
Daniel Kirkwood,American Association for the Advancement of Science,Member
Jared Kirtland,American Association for the Advancement of Science,Member
Samuel Kneeland,American Association for the Advancement of Science,Member
Robert Lachlan,American Association for the Advancement of Science,Member
Ebenezer Lane,American Association for the Advancement of Science,Member
Increase Allen Lapham,American Association for the Advancement of Science,Member
Isaac Lea,American Association for the Advancement of Science,Member
John LeConte,American Association for the Advancement of Science,Member
John Lawrence LeConte,American Association for the Advancement of Science,Member
Joseph LeConte,American Association for the Advancement of Science,Member
John Henry Lefroy,American Association for the Advancement of Science,Member
Joseph Leidy,American Association for the Advancement of Science,Member
(J.) Peter Lesley,American Association for the Advancement of Science,Member
Oscar Montgomery Lieber,American Association for the Advancement of Science,Member
Christian Linck,American Association for the Advancement of Science,Member
William Edmond Logan,American Association for the Advancement of Science,Member
Elias Loomis,American Association for the Advancement of Science,Member
Silas Lawrence Loomis,American Association for the Advancement of Science,Member
Joseph Lovering,American Association for the Advancement of Science,Member
Chester Smith Lyman,American Association for the Advancement of Science,Member
Patrick Neeson Lynch,American Association for the Advancement of Science,Member
Charles Francis McCay,American Association for the Advancement of Science,Member
Joseph Henry McChesney,American Association for the Advancement of Science,Member
Richard Sears McCulloch,American Association for the Advancement of Science,Member
John William Mallet,American Association for the Advancement of Science,Member
Reginald Neville Mantell,American Association for the Advancement of Science,Member
Oliver Marcy,American Association for the Advancement of Science,Member
Joseph W. Mathews,American Association for the Advancement of Science,Member
Matthew Fontaine Maury,American Association for the Advancement of Science,Member
Levi Witter Meech,American Association for the Advancement of Science,Member
William Middleton Michel,American Association for the Advancement of Science,Member
Ormsby MacKnight Mitchel,American Association for the Advancement of Science,Member
William Mitchell,American Association for the Advancement of Science,Member
Lewis Henry Morgan,American Association for the Advancement of Science,Member
John Gottleib Morris,American Association for the Advancement of Science,Member
Oran Wilkinson Morris,American Association for the Advancement of Science,Member
Robert Morris,American Association for the Advancement of Science,Member
Samuel George Morton,American Association for the Advancement of Science,Member
James Moultrie,American Association for the Advancement of Science,Member
Raphael Napoli,American Association for the Advancement of Science,Member
John Strong Newberry,American Association for the Advancement of Science,Member
Simon Newcomb,American Association for the Advancement of Science,Member
Hubert Anson Newton,American Association for the Advancement of Science,Member
John Pitkin Norton,American Association for the Advancement of Science,Member
William Augustus Norton,American Association for the Advancement of Science,Member
Josiah Clark Nott,American Association for the Advancement of Science,Member
James Edward Oliver,American Association for the Advancement of Science,Member
Denison Olmsted,American Association for the Advancement of Science,Member
Alexander Fisher Olmsted,American Association for the Advancement of Science,Member
A. Osborn,American Association for the Advancement of Science,Member
David Dale Owen,American Association for the Advancement of Science,Member
Charles Grafton Page,American Association for the Advancement of Science,Member
Roswell Park,American Association for the Advancement of Science,Member
Samuel Parker,American Association for the Advancement of Science,Member
Charles Christopher Parry,American Association for the Advancement of Science,Member
Benjamin Peirce,American Association for the Advancement of Science,Member
George Roberts Perkins,American Association for the Advancement of Science,Member
Christian Henry Frederick Peters,American Association for the Advancement of Science,Member
John S. Phillips,American Association for the Advancement of Science,Member
Aaron Snowden Piggot,American Association for the Advancement of Science,Member
Henry Ward Poole,American Association for the Advancement of Science,Member
Louis Francois de Pourtales,American Association for the Advancement of Science,Member
Evan Pugh,American Association for the Advancement of Science,Member
Thomas Rainey,American Association for the Advancement of Science,Member
Andrew Crombie Ramsay,American Association for the Advancement of Science,Member
Henry William Ravenel,American Association for the Advancement of Science,Member
St. Julian Ravenel,American Association for the Advancement of Science,Member
Joseph Ray,American Association for the Advancement of Science,Member
William Cox Redfield,American Association for the Advancement of Science,Member
Stephen Reed,American Association for the Advancement of Science,Member
David Boswell Reid,American Association for the Advancement of Science,Member
John Leonard Riddell,American Association for the Advancement of Science,Member
E. S. Ritchie,American Association for the Advancement of Science,Member
James Robb,American Association for the Advancement of Science,Member
Solomon White Roberts,American Association for the Advancement of Science,Member
Henry Darwin Rogers,American Association for the Advancement of Science,Member
James Blythe Rogers,American Association for the Advancement of Science,Member
Robert Empie Rogers,American Association for the Advancement of Science,Member
William Barton Rogers,American Association for the Advancement of Science,Member
Ogden Nicholas Rood,American Association for the Advancement of Science,Member
Clinton Roosevelt,American Association for the Advancement of Science,Member
Samuel Buckley Ruggles,American Association for the Advancement of Science,Member
John Daniel Runkle,American Association for the Advancement of Science,Member
Louis Saemann,American Association for the Advancement of Science,Member
James Merrill Safford,American Association for the Advancement of Science,Member
Thomas Henry Safford,American Association for the Advancement of Science,Member
Samuel St. John,American Association for the Advancement of Science,Member
James Henry Salisbury,American Association for the Advancement of Science,Member
Solomon N. Sanford,American Association for the Advancement of Science,Member
Joseph Saxton,American Association for the Advancement of Science,Member
George Christian Schaeffer,American Association for the Advancement of Science,Member
John McAllister Schofield,American Association for the Advancement of Science,Member
Arthur Carl Victor Schott,American Association for the Advancement of Science,Member
Charles Anthony Schott,American Association for the Advancement of Science,Member
Berthold Carl Seemann,American Association for the Advancement of Science,Member
Edward Wellman Serrell,American Association for the Advancement of Science,Member
Charles Upham Shepard,American Association for the Advancement of Science,Member
Benjamin Franklin Shumard,American Association for the Advancement of Science,Member
Benjamin Silliman,American Association for the Advancement of Science,Member
"Benjamin Silliman, Jr.",American Association for the Advancement of Science,Member
Charles Smallwood,American Association for the Advancement of Science,Member
Francis Henney Smith,American Association for the Advancement of Science,Member
Hamilton Lamphere Smith,American Association for the Advancement of Science,Member
John Lawrence Smith,American Association for the Advancement of Science,Member
Lyndon Arnold Smith,American Association for the Advancement of Science,Member
Sanderson Arnold Smith,American Association for the Advancement of Science,Member
Ebenezer Strong Snell,American Association for the Advancement of Science,Member
Jared Sparks,American Association for the Advancement of Science,Member
Ephraim George Squier,American Association for the Advancement of Science,Member
Lewis Henry Steiner,American Association for the Advancement of Science,Member
Orange Nash Stoddard,American Association for the Advancement of Science,Member
Robert P. Stevens,American Association for the Advancement of Science,Member
George Clinton Swallow,American Association for the Advancement of Science,Member
Richard Cowling Taylor,American Association for the Advancement of Science,Member
W. H. B. Thomas,American Association for the Advancement of Science,Member
John Torrey,American Association for the Advancement of Science,Member
Joseph Gilbert Totten,American Association for the Advancement of Science,Member
Gerard Troost,American Association for the Advancement of Science,Member
William Petit Trowbridge,American Association for the Advancement of Science,Member
Michael Tuomey,American Association for the Advancement of Science,Member
Lawrence Turnbull,American Association for the Advancement of Science,Member
Alexander Catlin Twining,American Association for the Advancement of Science,Member
Philip Thomas Tyson,American Association for the Advancement of Science,Member
John Whitten Vancleve,American Association for the Advancement of Science,Member
Daniel Vaughan,American Association for the Advancement of Science,Member
William S. Vaux,American Association for the Advancement of Science,Member
Sears Cook Walker,American Association for the Advancement of Science,Member
James Warner Ward,American Association for the Advancement of Science,Member
John Aston Warder,American Association for the Advancement of Science,Member
Horatio Gates Warner,American Association for the Advancement of Science,Member
John Collins Warren,American Association for the Advancement of Science,Member
William Watson,American Association for the Advancement of Science,Member
Samuel Webber,American Association for the Advancement of Science,Member
Nathan Burnham Webster,American Association for the Advancement of Science,Member
David Freidrich Weinland,American Association for the Advancement of Science,Member
Mason Cogswell Weld,American Association for the Advancement of Science,Member
David Ames Wells,American Association for the Advancement of Science,Member
Charles West,American Association for the Advancement of Science,Member
George Washington Weyman,American Association for the Advancement of Science,Member
William Wilder Wheidon,American Association for the Advancement of Science,Member
Josiah Dwight Whitney,American Association for the Advancement of Science,Member
Charles Whittlesey,American Association for the Advancement of Science,Member
Charles Wilkes,American Association for the Advancement of Science,Member
William W. Williams,American Association for the Advancement of Science,Member
Daniel Wilson,American Association for the Advancement of Science,Member
Alexander Winchell,American Association for the Advancement of Science,Member
Joseph Winlock,American Association for the Advancement of Science,Member
Alphonso Wood,American Association for the Advancement of Science,Member
Amos Henry Worthen,American Association for the Advancement of Science,Member
Chauncey Wright,American Association for the Advancement of Science,Member
Henry Wurtz,American Association for the Advancement of Science,Member
Jacob H. Wurtz,American Association for the Advancement of Science,Member
Jeffries Wyman,American Association for the Advancement of Science,Member
Morrill Wyman,American Association for the Advancement of Science,Member
James Wynne,American Association for the Advancement of Science,Member
Lunsford Pitts Yandell,American Association for the Advancement of Science,Member
James Madison,Federal Government,Member
Daniel D. Tompkins,Federal Government,Member
John Quincy Adams,Federal Government,Member
Daniel Brent,Federal Government,Member
Richard,Federal Government,Member
John B. Colvin,Federal Government,Member
Josias W. King,Federal Government,Member
Moses Young,Federal Government,Member
John Bailey,Federal Government,Member
Andrew T. McCormick,Federal Government,Member
Fontaine Maury,Federal Government,Member
Thomas L. Thurston,Federal Government,Member
George E. Ironside,Federal Government,Member
Joseph Waring,Federal Government,Member
William Maul,Federal Government,Member
William Thornton,Federal Government,Member
William Elliot,Federal Government,Member
Robert W. Fenwick,Federal Government,Member
William H. Crawford,Federal Government,Member
Edward Jones,Federal Government,Member
James L. Anthony,Federal Government,Member
Asbury Dickens,Federal Government,Member
Thomas Dungan,Federal Government,Member
Samuel M. McKean,Federal Government,Member
William Gibson,Federal Government,Member
Robert Newell,Federal Government,Member
John Connell,Federal Government,Member
William Eisenbeck,Federal Government,Member
Alexander Watson,Federal Government,Member
Joseph Anderson,Federal Government,Member
John Laub,Federal Government,Member
Samuel Hanson,Federal Government,Member
William Williamson,Federal Government,Member
Lund Washington,Federal Government,Member
William Anderson,Federal Government,Member
John Woodside,Federal Government,Member
Charles P. Polk,Federal Government,Member
Richard S. Briscoe,Federal Government,Member
James Larned,Federal Government,Member
John Burke,Federal Government,Member
Benjamin Harrison,Federal Government,Member
Thomas F. Auderson,Federal Government,Member
David P. Polk,Federal Government,Member
Pontius D. Stelle,Federal Government,Member
Samuel P. Webster,Federal Government,Member
John N. Lovejoy,Federal Government,Member
Richard Cutts,Federal Government,Member
Enoch Reynolds,Federal Government,Member
John N. Moulder,Federal Government,Member
Jonathan Seaver,Federal Government,Member
Joseph Hinkley,Federal Government,Member
John Ward,Federal Government,Member
John H. Lowe,Federal Government,Member
Aaron Vail,Federal Government,Member
Madison Cutts,Federal Government,Member
John Sessford,Federal Government,Member
Richard Harrison,Federal Government,Member
William Parker,Federal Government,Member
Jeremiah Williams,Federal Government,Member
William Moreton,Federal Government,Member
Ezekiel King,Federal Government,Member
John Coyle,Federal Government,Member
James Watson,Federal Government,Member
"John Coyle, Jun.",Federal Government,Member
Thomas G. Slye,Federal Government,Member
William Felch,Federal Government,Member
John Underwood,Federal Government,Member
Thomas Barclay,Federal Government,Member
Charles B. Davis,Federal Government,Member
William Lee,Federal Government,Member
James Eakin,Federal Government,Member
"John Wells, Jun",Federal Government,Member
John Peters,Federal Government,Member
Samuel Lewis,Federal Government,Member
William Steuart,Federal Government,Member
Richard M. Boyer,Federal Government,Member
Ignatius Boone,Federal Government,Member
Robert Ellis,Federal Government,Member
Andrew C. Mitchell,Federal Government,Member
William Mechlin,Federal Government,Member
Richard B. Maury,Federal Government,Member
Leonard Mackall,Federal Government,Member
Andrew M. Kirk,Federal Government,Member
B. Mackall,Federal Government,Member
Samuel Hoot,Federal Government,Member
Peter Hagner,Federal Government,Member
James Thompson,Federal Government,Member
Charles Vinson,Federal Government,Member
John Abbott,Federal Government,Member
Richard Burgess,Federal Government,Member
Christopher Andrews,Federal Government,Member
Edward S. Lewis,Federal Government,Member
Thomas Cook,Federal Government,Member
Robert Read,Federal Government,Member
James Kincaid,Federal Government,Member
Bennett Clements,Federal Government,Member
William Cook,Federal Government,Member
William Ramsay,Federal Government,Member
Peter G. Washington,Federal Government,Member
Marcus Latimer,Federal Government,Member
Lloyd M. Lowe,Federal Government,Member
Henry Whetcroft,Federal Government,Member
James Montgomery,Federal Government,Member
John Compton,Federal Government,Member
"James Davidson, Jun",Federal Government,Member
Henry C. Matthews,Federal Government,Member
Samuel Goddard,Federal Government,Member
Thomas Gunton,Federal Government,Member
Charles Cruikshank,Federal Government,Member
Henry Randall,Federal Government,Member
Wm. S. Wilkin,Federal Government,Member
Wm. Lenman,Federal Government,Member
Thomas Dove,Federal Government,Member
Constant Freeman,Federal Government,Member
Thomas H. Gillis,Federal Government,Member
George Macdaniel,Federal Government,Member
Joseph Mechlin,Federal Government,Member
John Macdaniel,Federal Government,Member
Ezekiel Macdaniel,Federal Government,Member
Henry Forrest,Federal Government,Member
Robert Getty,Federal Government,Member
John Craven,Federal Government,Member
Wiliam W. Clagett,Federal Government,Member
James H. Handy,Federal Government,Member
James Cassin,Federal Government,Member
John B. Martin,Federal Government,Member
George Gillis,Federal Government,Member
Thomas I. Sutherland,Federal Government,Member
Stephen Pleasouton,Federal Government,Member
Andrew Ross,Federal Government,Member
Thomas Mastin,Federal Government,Member
Thomas B. Pottinger,Federal Government,Member
David Easton,Federal Government,Member
William Dewees,Federal Government,Member
James D. King,Federal Government,Member
Robert Fisher,Federal Government,Member
Henry V.S. Vandenberg,Federal Government,Member
Henry W. Ball,Federal Government,Member
Joseph Thaw,Federal Government,Member
Nicholas Harper,Federal Government,Member
Bazil Warring,Federal Government,Member
Edward Holland,Federal Government,Member
Thomas T. Tucker,Federal Government,Member
Samuel Brook,Federal Government,Member
